creator_id,followers,following,engagement_rate,total_posts,account_age_days,tier,categories,platforms,languages,total_campaigns,successful_campaigns,success_rate,overall_rating,total_earnings,is_verified,bio,audience_age_18_24,audience_age_25_34,audience_age_35_44,audience_female_pct,audience_male_pct
3504,104208,41695,0.017,308,439,mid,"[""Art"", ""Health""]","[""Twitter"", ""Instagram""]","[""Arabic""]",15,8,0.559,3.06,26178.95,False,Passionate about Art & Health. Mid influencer.,0.231,0.269,0.269,50.6,49.4
3505,520583,15533,0.0211,131,675,macro,"[""Beauty"", ""Parenting"", ""Finance""]","[""Instagram""]","[""Hindi""]",25,16,0.667,3.66,632810.0,True,Passionate about Beauty & Parenting. Macro influencer.,0.261,0.348,0.261,76.4,23.6
3506,170333,12240,0.0284,255,305,mid,"[""Art"", ""Beauty""]","[""Facebook""]","[""Italian""]",8,5,0.671,3.38,16676.28,False,Passionate about Art & Beauty. Mid influencer.,0.3,0.35,0.2,83.2,16.8
3507,38546,4126,0.0284,319,969,micro,"[""Pets""]","[""Twitter"", ""TikTok""]","[""Hindi""]",16,10,0.657,3.18,11336.14,False,Passionate about Pets. Micro influencer.,0.3,0.35,0.2,47.6,52.4
3508,4393,5249,0.0552,137,1759,nano,"[""Education""]","[""LinkedIn""]","[""Spanish"", ""Hindi""]",9,6,0.74,4.01,2014.46,False,Passionate about Education. Nano influencer.,0.3,0.35,0.2,49.0,51.0
3509,8681,1095,0.0283,508,126,nano,"[""DIY""]","[""Instagram"", ""Facebook""]","[""Spanish""]",0,0,0.528,2.86,0.0,False,Passionate about DIY. Nano influencer.,0.3,0.35,0.2,45.8,54.2
3510,207338,36514,0.005,378,625,mid,"[""Pets""]","[""YouTube""]","[""Arabic""]",12,4,0.356,1.72,9041.79,False,Passionate about Pets. Mid influencer.,0.3,0.35,0.2,48.7,51.3
3511,19523,33808,0.033,110,928,micro,"[""Fitness"", ""DIY"", ""Entertainment""]","[""Facebook""]","[""German"", ""Spanish""]",15,8,0.588,2.78,11606.0,False,Passionate about Fitness & DIY. Micro influencer.,0.3,0.35,0.2,69.2,30.8
3512,57499,10497,0.0334,70,295,mid,"[""Art""]","[""TikTok""]","[""Korean""]",3,1,0.351,1.81,5525.8,False,Passionate about Art. Mid influencer.,0.3,0.35,0.2,49.9,50.1
3513,6697,4682,0.005,436,191,nano,"[""Entertainment"", ""Technology""]","[""LinkedIn""]","[""Italian""]",1,0,0.662,3.19,0.0,False,Passionate about Entertainment & Technology. Nano influencer.,0.3,0.35,0.2,26.0,74.0
3514,56851,16605,0.0142,628,1551,mid,"[""Fitness""]","[""YouTube""]","[""Hindi""]",39,25,0.662,3.17,188033.26,False,Passionate about Fitness. Mid influencer.,0.3,0.35,0.2,57.4,42.6
3515,49028,25140,0.0424,163,334,micro,"[""Education"", ""Entertainment""]","[""Facebook"", ""Twitter""]","[""English""]",2,1,0.621,3.06,594.75,False,Passionate about Education & Entertainment. Micro influencer.,0.3,0.35,0.2,51.8,48.2
3516,30788,26007,0.0237,138,475,micro,"[""Health"", ""DIY""]","[""TikTok"", ""Instagram""]","[""Hindi"", ""Japanese""]",7,3,0.49,2.69,6217.22,False,Passionate about Health & DIY. Micro influencer.,0.231,0.269,0.269,53.2,46.8
3517,132107,54869,0.0221,412,1058,mid,"[""Fashion"", ""Photography""]","[""YouTube"", ""TikTok""]","[""Japanese""]",24,15,0.66,3.04,56083.1,False,Passionate about Fashion & Photography. Mid influencer.,0.3,0.35,0.2,73.2,26.8
3518,63851,14976,0.0057,298,1380,mid,"[""Technology""]","[""TikTok""]","[""German"", ""Italian""]",24,16,0.706,3.77,158603.65,False,Passionate about Technology. Mid influencer.,0.3,0.35,0.2,40.6,59.4
3519,1000,466,0.0266,200,1557,nano,"[""Pets"", ""Entertainment""]","[""LinkedIn""]","[""German"", ""Italian""]",9,4,0.526,2.87,769.51,False,Passionate about Pets & Entertainment. Nano influencer.,0.3,0.35,0.2,53.4,46.6
3520,103873,29826,0.022,482,226,mid,"[""DIY""]","[""YouTube""]","[""German""]",3,1,0.452,2.19,5983.79,False,Passionate about DIY. Mid influencer.,0.3,0.35,0.2,46.0,54.0
3521,1179602,212690,0.01,379,268,mega,"[""Technology""]","[""YouTube""]","[""Portuguese""]",21,18,0.869,4.12,8240905.59,True,Passionate about Technology. Mega influencer.,0.3,0.35,0.2,28.4,71.6
3522,25364,19112,0.0416,661,1263,micro,"[""Food"", ""Gaming"", ""Fashion""]","[""Facebook"", ""LinkedIn""]","[""English""]",15,11,0.795,4.01,16532.37,False,Passionate about Food & Gaming. Micro influencer.,0.435,0.261,0.174,79.2,20.8
3523,63559,12933,0.005,330,822,mid,"[""Technology""]","[""Facebook"", ""TikTok""]","[""Spanish""]",26,14,0.577,2.92,93809.58,False,Passionate about Technology. Mid influencer.,0.3,0.35,0.2,36.2,63.8
3524,115127,36468,0.0097,280,519,mid,"[""Education""]","[""TikTok""]","[""German""]",12,9,0.764,3.67,24545.92,False,Passionate about Education. Mid influencer.,0.3,0.35,0.2,51.2,48.8
3525,39159,56850,0.0628,570,270,micro,"[""Travel"", ""Photography""]","[""TikTok""]","[""French"", ""Japanese""]",1,0,0.858,3.97,0.0,False,Passionate about Travel & Photography. Micro influencer.,0.3,0.35,0.2,53.7,46.3
3526,215584,27929,0.0139,208,296,mid,"[""Music""]","[""YouTube""]","[""German""]",8,4,0.598,2.75,26781.76,False,Passionate about Music. Mid influencer.,0.435,0.261,0.174,54.4,45.6
3527,16606,5482,0.0133,251,733,micro,"[""Finance""]","[""Instagram""]","[""French"", ""Korean""]",14,8,0.583,2.97,15279.24,False,Passionate about Finance. Micro influencer.,0.261,0.348,0.261,48.7,51.3
3528,27593,43426,0.0308,55,2636,micro,"[""Gaming""]","[""Twitter""]","[""English""]",29,23,0.809,3.65,29557.01,False,Passionate about Gaming. Micro influencer.,0.435,0.261,0.174,25.7,74.3
3529,30016,16014,0.0637,824,452,micro,"[""Entertainment"", ""Travel"", ""Health""]","[""Instagram"", ""Twitter""]","[""Korean"", ""Japanese""]",9,4,0.521,2.71,2555.61,False,Passionate about Entertainment & Travel. Micro influencer.,0.231,0.269,0.269,51.3,48.7
3530,41403,53698,0.0173,296,144,micro,"[""Travel""]","[""YouTube""]","[""Japanese""]",0,0,0.66,3.61,0.0,False,Passionate about Travel. Micro influencer.,0.3,0.35,0.2,52.3,47.7
3531,45634,18695,0.0342,425,265,micro,"[""DIY"", ""Gaming""]","[""Instagram""]","[""French""]",2,0,0.446,2.36,0.0,False,Passionate about DIY & Gaming. Micro influencer.,0.435,0.261,0.174,27.8,72.2
3532,15589,8448,0.0254,198,441,micro,"[""Parenting"", ""DIY"", ""Photography""]","[""Instagram""]","[""French"", ""German""]",5,4,0.849,4.01,7914.51,False,Passionate about Parenting & DIY. Micro influencer.,0.231,0.269,0.269,48.6,51.4
3533,22444,16154,0.005,475,943,micro,"[""Gaming""]","[""Twitter""]","[""Hindi""]",8,3,0.473,2.46,2789.19,False,Passionate about Gaming. Micro influencer.,0.435,0.261,0.174,25.8,74.2
3534,23292,24710,0.0257,186,951,micro,"[""Finance""]","[""LinkedIn"", ""TikTok""]","[""Japanese""]",12,9,0.821,4.35,13781.77,False,Passionate about Finance. Micro influencer.,0.261,0.348,0.261,54.2,45.8
3535,69757,25245,0.0404,261,514,mid,"[""Travel""]","[""YouTube""]","[""Spanish""]",16,12,0.797,3.82,82137.18,False,Passionate about Travel. Mid influencer.,0.3,0.35,0.2,53.3,46.7
3536,9363,9927,0.0286,107,506,nano,"[""Parenting""]","[""TikTok""]","[""Korean"", ""Portuguese""]",3,2,0.752,3.7,759.87,False,Passionate about Parenting. Nano influencer.,0.231,0.269,0.269,45.9,54.1
3537,21360,28678,0.0689,218,1236,micro,"[""Parenting"", ""Gaming""]","[""Twitter""]","[""English""]",24,19,0.807,4.09,12222.26,False,Passionate about Parenting & Gaming. Micro influencer.,0.435,0.261,0.174,43.5,56.5
3538,7886,1347,0.0542,238,168,nano,"[""Fashion""]","[""Twitter""]","[""Japanese"", ""Hindi""]",0,0,0.488,2.59,0.0,False,Passionate about Fashion. Nano influencer.,0.3,0.35,0.2,65.2,34.8
3539,39081,9582,0.0381,120,703,micro,"[""Gaming"", ""Finance"", ""DIY""]","[""TikTok""]","[""Spanish"", ""Japanese""]",6,2,0.399,1.91,2208.68,False,Passionate about Gaming & Finance. Micro influencer.,0.435,0.261,0.174,34.3,65.7
3540,136078,5610,0.0393,625,352,mid,"[""Sports"", ""Lifestyle"", ""Fitness""]","[""LinkedIn"", ""Twitter""]","[""Korean""]",8,3,0.398,2.02,12563.88,False,Passionate about Sports & Lifestyle. Mid influencer.,0.3,0.35,0.2,57.7,42.3
3541,4910,1880,0.0367,223,2894,nano,"[""Fashion"", ""Music"", ""Education""]","[""Instagram""]","[""French"", ""German""]",12,7,0.592,2.72,2080.88,False,Passionate about Fashion & Music. Nano influencer.,0.435,0.261,0.174,69.3,30.7
3542,22872,2835,0.0422,402,545,micro,"[""Food""]","[""Facebook"", ""Instagram""]","[""French"", ""Arabic""]",5,4,0.861,3.94,4093.27,False,Passionate about Food. Micro influencer.,0.3,0.35,0.2,57.1,42.9
3543,8765,6342,0.076,340,921,nano,"[""Technology""]","[""YouTube""]","[""Korean""]",3,1,0.449,2.11,235.21,False,Passionate about Technology. Nano influencer.,0.3,0.35,0.2,31.5,68.5
3544,342321,101697,0.026,405,497,mid,"[""Beauty"", ""Photography"", ""Travel""]","[""LinkedIn"", ""TikTok""]","[""Italian""]",13,10,0.776,3.92,55808.16,False,Passionate about Beauty & Photography. Mid influencer.,0.3,0.35,0.2,65.9,34.1
3545,13915,16126,0.009,239,2013,micro,"[""Photography"", ""Art""]","[""YouTube""]","[""Japanese""]",20,8,0.417,2.1,13514.27,False,Passionate about Photography & Art. Micro influencer.,0.3,0.35,0.2,52.3,47.7
3546,104437,21958,0.0284,381,425,mid,"[""Food"", ""Photography""]","[""Facebook""]","[""French""]",14,8,0.596,2.75,34541.08,True,Passionate about Food & Photography. Mid influencer.,0.3,0.35,0.2,56.4,43.6
3547,239199,18216,0.015,345,952,mid,"[""Food"", ""Finance""]","[""Instagram""]","[""French""]",25,17,0.712,3.8,149835.54,True,Passionate about Food & Finance. Mid influencer.,0.261,0.348,0.261,64.5,35.5
3548,5475,10057,0.0251,655,1047,nano,"[""Fashion"", ""Business"", ""Travel""]","[""TikTok""]","[""Japanese""]",4,3,0.796,4.3,1138.28,False,Passionate about Fashion & Business. Nano influencer.,0.261,0.348,0.261,65.1,34.9
3549,178429,30481,0.05,268,1013,mid,"[""Finance""]","[""TikTok""]","[""Hindi""]",28,14,0.53,2.7,117325.7,False,Passionate about Finance. Mid influencer.,0.261,0.348,0.261,54.4,45.6
3550,265182,56484,0.0276,246,663,mid,"[""Education""]","[""Instagram"", ""LinkedIn""]","[""Italian""]",20,15,0.787,4.23,93959.76,True,Passionate about Education. Mid influencer.,0.3,0.35,0.2,51.9,48.1
3551,97074,1351,0.0084,151,884,mid,"[""Fashion""]","[""Twitter"", ""Instagram""]","[""French""]",26,15,0.593,2.89,88502.93,True,Passionate about Fashion. Mid influencer.,0.3,0.35,0.2,75.5,24.5
3552,3031,5633,0.0876,154,1260,nano,"[""Art""]","[""Instagram""]","[""Arabic""]",8,5,0.709,3.88,1016.03,False,Passionate about Art. Nano influencer.,0.3,0.35,0.2,51.0,49.0
3553,18995,19542,0.0272,183,956,micro,"[""Health"", ""Parenting""]","[""YouTube""]","[""French""]",12,5,0.433,2.2,5496.53,False,Passionate about Health & Parenting. Micro influencer.,0.231,0.269,0.269,50.1,49.9
3554,5283,10349,0.0161,211,1188,nano,"[""Gaming"", ""Fashion"", ""Finance""]","[""YouTube"", ""Instagram""]","[""Japanese"", ""Spanish""]",2,1,0.527,2.45,181.87,False,Passionate about Gaming & Fashion. Nano influencer.,0.435,0.261,0.174,65.8,34.2
3555,187033,55857,0.0101,195,1547,mid,"[""Gaming""]","[""Twitter"", ""LinkedIn""]","[""Japanese""]",57,35,0.628,2.91,308071.2,True,Passionate about Gaming. Mid influencer.,0.435,0.261,0.174,41.2,58.8
3556,153638,1599,0.0332,177,750,mid,"[""Pets"", ""Entertainment""]","[""YouTube""]","[""Hindi""]",20,11,0.586,2.94,39639.64,True,Passionate about Pets & Entertainment. Mid influencer.,0.3,0.35,0.2,52.8,47.2
3557,97312,31145,0.0398,225,329,mid,"[""Fashion""]","[""TikTok"", ""Twitter""]","[""Korean""]",12,6,0.581,3.13,20356.81,False,Passionate about Fashion. Mid influencer.,0.3,0.35,0.2,81.5,18.5
3558,369440,162200,0.0287,265,558,mid,"[""Music"", ""Technology""]","[""TikTok""]","[""Arabic"", ""Italian""]",18,13,0.733,3.34,65877.65,True,Passionate about Music & Technology. Mid influencer.,0.435,0.261,0.174,44.9,55.1
3559,503409,80435,0.0259,708,1535,macro,"[""Photography""]","[""LinkedIn""]","[""Spanish""]",72,59,0.822,3.92,864207.67,False,Passionate about Photography. Macro influencer.,0.3,0.35,0.2,53.7,46.3
3560,40246,74276,0.0139,587,362,micro,"[""Business"", ""Photography""]","[""LinkedIn"", ""Facebook""]","[""German""]",4,1,0.42,2.3,2088.63,False,Passionate about Business & Photography. Micro influencer.,0.261,0.348,0.261,51.9,48.1
3561,1734,1651,0.0536,665,202,nano,"[""Technology""]","[""YouTube""]","[""Arabic""]",0,0,0.575,3.0,0.0,False,Passionate about Technology. Nano influencer.,0.3,0.35,0.2,41.4,58.6
3562,81653,5905,0.0256,147,800,mid,"[""Technology"", ""Photography""]","[""YouTube""]","[""Spanish"", ""Hindi""]",19,14,0.739,3.51,55328.93,False,Passionate about Technology & Photography. Mid influencer.,0.3,0.35,0.2,31.6,68.4
3563,10557,9070,0.0548,376,797,micro,"[""Health"", ""Sports""]","[""Facebook""]","[""Spanish""]",10,7,0.796,4.11,4144.93,False,Passionate about Health & Sports. Micro influencer.,0.231,0.269,0.269,45.9,54.1
3564,16491,27857,0.0324,240,469,micro,"[""Lifestyle"", ""Photography"", ""Music""]","[""YouTube""]","[""Portuguese"", ""Italian""]",6,1,0.328,1.6,1718.94,False,Passionate about Lifestyle & Photography. Micro influencer.,0.435,0.261,0.174,46.7,53.3
3565,17055,26395,0.0509,123,323,micro,"[""Entertainment""]","[""LinkedIn""]","[""Hindi""]",4,3,0.754,3.47,4815.54,False,Passionate about Entertainment. Micro influencer.,0.3,0.35,0.2,45.8,54.2
3566,5506,636,0.0286,360,649,nano,"[""Parenting""]","[""Facebook""]","[""Hindi""]",3,2,0.678,3.52,716.55,False,Passionate about Parenting. Nano influencer.,0.231,0.269,0.269,46.8,53.2
3567,17044,21728,0.0401,187,264,micro,"[""Music""]","[""YouTube"", ""TikTok""]","[""Japanese""]",0,0,0.729,3.42,0.0,False,Passionate about Music. Micro influencer.,0.435,0.261,0.174,52.2,47.8
3568,91149,39226,0.0416,555,132,mid,"[""Finance""]","[""LinkedIn""]","[""French""]",2,1,0.531,2.89,4006.18,False,Passionate about Finance. Mid influencer.,0.261,0.348,0.261,45.9,54.1
3569,20881,32302,0.093,182,429,micro,"[""DIY""]","[""LinkedIn""]","[""English""]",2,1,0.658,3.22,1251.73,False,Passionate about DIY. Micro influencer.,0.3,0.35,0.2,54.0,46.0
3570,16634,9088,0.0324,98,116,micro,"[""Health"", ""Beauty"", ""Travel""]","[""YouTube""]","[""English""]",2,1,0.624,3.05,1179.35,False,Passionate about Health & Beauty. Micro influencer.,0.231,0.269,0.269,81.2,18.8
3571,8518,6080,0.0744,60,258,nano,"[""Technology""]","[""LinkedIn""]","[""English""]",1,0,0.751,3.57,0.0,False,Passionate about Technology. Nano influencer.,0.3,0.35,0.2,37.8,62.2
3572,352754,28295,0.0114,206,730,mid,"[""Lifestyle""]","[""YouTube""]","[""Japanese""]",19,14,0.755,3.96,85128.8,True,Passionate about Lifestyle. Mid influencer.,0.3,0.35,0.2,47.0,53.0
3573,98725,6933,0.0291,494,402,mid,"[""Education"", ""Fashion""]","[""Facebook""]","[""Korean""]",8,3,0.495,2.28,22656.04,False,Passionate about Education & Fashion. Mid influencer.,0.3,0.35,0.2,76.9,23.1
3574,23727,2737,0.028,284,1179,micro,"[""Business""]","[""TikTok""]","[""German""]",18,11,0.64,3.43,9661.2,False,Passionate about Business. Micro influencer.,0.261,0.348,0.261,47.6,52.4
3575,137959,30708,0.0139,376,819,mid,"[""DIY"", ""Health""]","[""Twitter""]","[""German""]",21,15,0.729,3.95,67624.8,False,Passionate about DIY & Health. Mid influencer.,0.231,0.269,0.269,51.6,48.4
3576,26170,25334,0.051,300,617,micro,"[""Entertainment"", ""Music"", ""Pets""]","[""Twitter""]","[""Spanish""]",14,12,0.9,4.66,13737.97,False,Passionate about Entertainment & Music. Micro influencer.,0.435,0.261,0.174,53.0,47.0
3577,141772,58577,0.0115,377,599,mid,"[""Music""]","[""LinkedIn"", ""Facebook""]","[""Italian""]",16,11,0.732,3.42,105592.4,False,Passionate about Music. Mid influencer.,0.435,0.261,0.174,49.7,50.3
3578,4852,818,0.0155,147,364,nano,"[""Education"", ""Food"", ""Music""]","[""TikTok""]","[""Korean""]",3,1,0.535,2.41,401.94,False,Passionate about Education & Food. Nano influencer.,0.435,0.261,0.174,63.9,36.1
3579,10393,5496,0.0222,247,1388,micro,"[""Pets"", ""Entertainment"", ""Gaming""]","[""LinkedIn""]","[""Italian""]",15,6,0.46,2.34,3164.43,False,Passionate about Pets & Entertainment. Micro influencer.,0.435,0.261,0.174,25.3,74.7
3580,65734,11131,0.0346,311,231,mid,"[""Parenting""]","[""TikTok""]","[""Spanish""]",7,3,0.562,2.86,12521.39,False,Passionate about Parenting. Mid influencer.,0.231,0.269,0.269,47.1,52.9
3581,159379,33308,0.0172,119,1017,mid,"[""Finance""]","[""Twitter""]","[""English""]",32,28,0.882,4.75,262593.43,True,Passionate about Finance. Mid influencer.,0.261,0.348,0.261,51.0,49.0
3582,179864,5846,0.0209,138,820,mid,"[""Pets""]","[""YouTube""]","[""Spanish""]",22,16,0.728,3.5,120519.57,False,Passionate about Pets. Mid influencer.,0.3,0.35,0.2,53.5,46.5
3583,4316,1119,0.0383,219,158,nano,"[""Lifestyle"", ""Entertainment""]","[""Instagram""]","[""Spanish""]",0,0,0.725,3.27,0.0,False,Passionate about Lifestyle & Entertainment. Nano influencer.,0.3,0.35,0.2,50.1,49.9
3584,26084,50774,0.0632,131,336,micro,"[""Pets"", ""Sports""]","[""YouTube""]","[""Italian""]",2,0,0.486,2.66,0.0,False,Passionate about Pets & Sports. Micro influencer.,0.3,0.35,0.2,48.6,51.4
3585,76809,16625,0.0282,401,155,mid,"[""Sports""]","[""Twitter"", ""LinkedIn""]","[""Arabic""]",1,0,0.805,4.34,0.0,False,Passionate about Sports. Mid influencer.,0.3,0.35,0.2,46.7,53.3
3586,16227,17464,0.0352,309,30,micro,"[""Fitness"", ""Parenting""]","[""YouTube"", ""Twitter""]","[""Arabic""]",0,0,0.363,1.71,0.0,False,Passionate about Fitness & Parenting. Micro influencer.,0.231,0.269,0.269,62.2,37.8
3587,71230,10113,0.0077,779,556,mid,"[""Travel""]","[""YouTube""]","[""German""]",16,6,0.38,1.77,22618.23,False,Passionate about Travel. Mid influencer.,0.3,0.35,0.2,50.4,49.6
3588,30944,15873,0.0248,214,717,micro,"[""Fashion""]","[""YouTube"", ""TikTok""]","[""Arabic"", ""French""]",8,4,0.541,2.57,4379.17,False,Passionate about Fashion. Micro influencer.,0.3,0.35,0.2,75.3,24.7
3589,28361,19988,0.0079,198,758,micro,"[""DIY""]","[""Facebook""]","[""Arabic""]",10,8,0.841,4.33,7961.08,False,Passionate about DIY. Micro influencer.,0.3,0.35,0.2,46.2,53.8
3590,1513,995,0.0505,314,718,nano,"[""Beauty""]","[""Facebook""]","[""Italian""]",0,0,0.394,1.95,0.0,False,Passionate about Beauty. Nano influencer.,0.3,0.35,0.2,66.1,33.9
3591,84368,36033,0.0421,676,455,mid,"[""Pets"", ""Lifestyle""]","[""LinkedIn"", ""Facebook""]","[""French""]",11,7,0.644,3.28,19839.48,False,Passionate about Pets & Lifestyle. Mid influencer.,0.3,0.35,0.2,48.1,51.9
3592,10633,19225,0.0848,264,1582,micro,"[""Finance""]","[""YouTube"", ""Instagram""]","[""French""]",22,14,0.677,3.24,28266.17,False,Passionate about Finance. Micro influencer.,0.261,0.348,0.261,54.1,45.9
3593,25805,21286,0.0175,456,291,micro,"[""Photography""]","[""YouTube"", ""LinkedIn""]","[""Arabic"", ""Japanese""]",4,2,0.516,2.53,1353.67,False,Passionate about Photography. Micro influencer.,0.3,0.35,0.2,47.9,52.1
3594,9904,11041,0.0445,81,1139,nano,"[""Travel""]","[""TikTok""]","[""English""]",6,3,0.608,3.14,294.07,False,Passionate about Travel. Nano influencer.,0.3,0.35,0.2,52.4,47.6
3595,147646,15377,0.0261,260,775,mid,"[""Health"", ""Sports""]","[""Twitter"", ""Facebook""]","[""Japanese""]",22,13,0.596,3.04,47745.22,False,Passionate about Health & Sports. Mid influencer.,0.231,0.269,0.269,49.6,50.4
3596,3564294,88362,0.0129,222,816,mega,"[""Business""]","[""Twitter"", ""TikTok""]","[""French""]",73,60,0.825,4.18,14166864.97,True,Passionate about Business. Mega influencer.,0.261,0.348,0.261,46.4,53.6
3597,75106,37404,0.0274,112,1785,mid,"[""Sports""]","[""Instagram"", ""LinkedIn""]","[""Portuguese""]",35,27,0.784,4.01,95679.52,False,Passionate about Sports. Mid influencer.,0.3,0.35,0.2,45.9,54.1
3598,70571,22413,0.0293,105,82,mid,"[""Pets""]","[""LinkedIn""]","[""Portuguese""]",2,0,0.484,2.59,0.0,False,Passionate about Pets. Mid influencer.,0.3,0.35,0.2,54.6,45.4
3599,24720,33120,0.0175,423,110,micro,"[""Travel"", ""Fitness""]","[""Instagram""]","[""Japanese""]",2,1,0.799,3.71,891.99,False,Passionate about Travel & Fitness. Micro influencer.,0.3,0.35,0.2,55.6,44.4
3600,444621,203412,0.0359,469,1210,mid,"[""Technology""]","[""YouTube"", ""Twitter""]","[""French""]",35,20,0.575,2.67,151137.99,False,Passionate about Technology. Mid influencer.,0.3,0.35,0.2,27.6,72.4
3601,119995,6569,0.0238,241,321,mid,"[""Lifestyle""]","[""Twitter""]","[""French""]",10,8,0.827,3.81,20446.69,False,Passionate about Lifestyle. Mid influencer.,0.3,0.35,0.2,47.5,52.5
3602,269899,93488,0.0189,454,363,mid,"[""Art"", ""Health""]","[""Facebook""]","[""German""]",6,3,0.663,3.09,17902.56,False,Passionate about Art & Health. Mid influencer.,0.231,0.269,0.269,48.3,51.7
3603,166001,30427,0.0253,350,1272,mid,"[""Lifestyle""]","[""TikTok""]","[""Spanish""]",44,39,0.895,4.06,111283.14,True,Passionate about Lifestyle. Mid influencer.,0.3,0.35,0.2,51.2,48.8
3604,722602,96971,0.0124,577,83,macro,"[""Lifestyle""]","[""TikTok"", ""YouTube""]","[""Japanese"", ""Spanish""]",5,3,0.605,3.14,99611.66,True,Passionate about Lifestyle. Macro influencer.,0.3,0.35,0.2,47.0,53.0
3605,21164,26583,0.0145,304,745,micro,"[""DIY"", ""Technology""]","[""YouTube""]","[""Korean"", ""French""]",10,8,0.838,3.94,7402.28,False,Passionate about DIY & Technology. Micro influencer.,0.3,0.35,0.2,26.2,73.8
3606,68980,32268,0.005,209,54,mid,"[""Music"", ""Education""]","[""Instagram""]","[""Spanish""]",0,0,0.621,3.01,0.0,False,Passionate about Music & Education. Mid influencer.,0.435,0.261,0.174,53.5,46.5
3607,240387,108500,0.0096,238,3650,mid,"[""Parenting""]","[""TikTok"", ""Facebook""]","[""Spanish""]",94,43,0.462,2.5,374231.14,True,Passionate about Parenting. Mid influencer.,0.231,0.269,0.269,49.6,50.4
3608,127631,45986,0.0124,360,808,mid,"[""Photography"", ""Business""]","[""YouTube""]","[""Korean""]",23,16,0.713,3.65,103888.98,False,Passionate about Photography & Business. Mid influencer.,0.261,0.348,0.261,51.9,48.1
3609,289373,135730,0.0077,166,210,mid,"[""Sports"", ""Gaming""]","[""Facebook""]","[""Hindi""]",5,3,0.652,3.02,18021.0,False,Passionate about Sports & Gaming. Mid influencer.,0.435,0.261,0.174,35.4,64.6
3610,7548,5059,0.0177,284,557,nano,"[""Entertainment""]","[""YouTube""]","[""Spanish""]",4,2,0.663,3.53,172.12,False,Passionate about Entertainment. Nano influencer.,0.3,0.35,0.2,48.1,51.9
3611,2731,3456,0.0343,376,921,nano,"[""Education"", ""Music""]","[""Instagram"", ""Twitter""]","[""Portuguese""]",6,3,0.646,3.3,948.41,False,Passionate about Education & Music. Nano influencer.,0.435,0.261,0.174,54.6,45.4
3612,27385,18637,0.0218,50,703,micro,"[""Gaming""]","[""LinkedIn""]","[""Korean""]",5,4,0.809,4.18,7422.06,False,Passionate about Gaming. Micro influencer.,0.435,0.261,0.174,26.4,73.6
3613,26010,9534,0.0315,105,2181,micro,"[""Art"", ""DIY""]","[""YouTube""]","[""Korean""]",26,23,0.902,4.21,21451.36,False,Passionate about Art & DIY. Micro influencer.,0.3,0.35,0.2,46.0,54.0
3614,14154,2739,0.047,232,112,micro,"[""Sports"", ""Lifestyle""]","[""Facebook""]","[""Spanish""]",1,0,0.657,3.44,0.0,False,Passionate about Sports & Lifestyle. Micro influencer.,0.3,0.35,0.2,49.1,50.9
3615,545699,186529,0.005,248,246,macro,"[""Fitness"", ""Finance""]","[""YouTube"", ""Twitter""]","[""Japanese""]",13,8,0.62,3.14,401996.9,True,Passionate about Fitness & Finance. Macro influencer.,0.261,0.348,0.261,62.5,37.5
3616,654479,306297,0.0111,222,1369,macro,"[""Art"", ""Beauty""]","[""LinkedIn"", ""Instagram""]","[""Portuguese""]",75,67,0.9,4.18,1843178.63,True,Passionate about Art & Beauty. Macro influencer.,0.3,0.35,0.2,73.7,26.3
3617,41023,36339,0.0517,123,2851,micro,"[""Music"", ""Photography""]","[""LinkedIn""]","[""Arabic"", ""Italian""]",36,28,0.795,3.79,35125.02,False,Passionate about Music & Photography. Micro influencer.,0.435,0.261,0.174,46.7,53.3
3618,381973,88442,0.0134,180,1086,mid,"[""Art""]","[""LinkedIn""]","[""Portuguese""]",21,15,0.727,3.73,117446.12,False,Passionate about Art. Mid influencer.,0.3,0.35,0.2,51.0,49.0
3619,730975,16680,0.0166,224,438,macro,"[""Finance"", ""Fitness""]","[""Instagram""]","[""Spanish""]",22,16,0.758,4.01,654246.57,False,Passionate about Finance & Fitness. Macro influencer.,0.261,0.348,0.261,65.0,35.0
3620,393405,74544,0.0543,344,550,mid,"[""Business""]","[""YouTube"", ""Facebook""]","[""Korean""]",20,10,0.54,2.79,64293.03,False,Passionate about Business. Mid influencer.,0.261,0.348,0.261,54.5,45.5
3621,402219,168472,0.0154,204,358,mid,"[""Lifestyle"", ""DIY"", ""Art""]","[""LinkedIn"", ""TikTok""]","[""Spanish""]",7,5,0.751,3.46,30416.87,True,Passionate about Lifestyle & DIY. Mid influencer.,0.3,0.35,0.2,53.9,46.1
3622,18676,20882,0.0176,294,164,micro,"[""Business""]","[""Facebook""]","[""Hindi""]",1,0,0.715,3.48,0.0,False,Passionate about Business. Micro influencer.,0.261,0.348,0.261,54.9,45.1
3623,548184,168844,0.0219,117,460,macro,"[""DIY"", ""Health"", ""Parenting""]","[""LinkedIn""]","[""Japanese""]",25,22,0.882,4.12,225929.3,True,Passionate about DIY & Health. Macro influencer.,0.231,0.269,0.269,52.6,47.4
3624,8516,2894,0.0435,109,1345,nano,"[""Beauty""]","[""Facebook"", ""Instagram""]","[""Hindi""]",6,3,0.637,3.21,1123.12,False,Passionate about Beauty. Nano influencer.,0.3,0.35,0.2,84.6,15.4
