creator_id,name,follower_count,tier,engagement_rate,categories,platforms,primary_language,city,audience_age_18_24,audience_age_25_34,audience_age_35_44,audience_female_pct,audience_male_pct,total_campaigns,successful_campaigns,success_rate,overall_rating,is_verified,total_earnings,avg_response_time_hours,completion_rate,created_at
IN_CR_06913,Creator_6913,500,nano,22.99,"Education & Skills,Finance & Investment","Twitter,Chingari",Hindi,Bangalore,81.7,57.5,0.0,52.9,47.1,2,1,50.0,4.66,False,5554.297625982858,11.477322818386583,74.2,2024-12-16T00:00:00
IN_CR_06914,Creator_6914,1316,nano,28.27,Education & Skills,"Moj,Instagram",Punjabi,Pune,55.2,47.9,0.0,35.1,64.9,7,5,71.4,4.21,False,127500.19818710492,12.006201449921306,84.3,2025-07-05T00:00:00
IN_CR_06915,Creator_6915,13992,micro,12.52,Food & Cooking,"Instagram,YouTube,Moj",Hindi,Chandigarh,70.1,41.4,0.0,41.0,59.0,2,1,50.0,3.05,True,1721.9707142811608,6.361536319129327,80.6,2024-02-25T00:00:00
IN_CR_06916,Creator_6916,310543,mid,19.72,Health & Fitness,Instagram,English,Jaipur,38.3,87.8,0.0,47.4,52.6,4,3,75.0,4.49,False,47168.495245794315,12.63590948565163,84.0,2023-03-28T00:00:00
IN_CR_06917,Creator_6917,500,nano,7.55,"Music & Dance,Health & Fitness,Sports & Cricket","TikTok (historical),Chingari,Moj",English,Chandigarh,91.9,14.4,0.0,41.1,58.9,7,5,71.4,4.07,False,43544.22106307432,4.796999700272625,72.8,2025-04-01T00:00:00
IN_CR_06918,Creator_6918,56518,mid,6.86,"Devotional & Spirituality,News & Current Affairs","YouTube,LinkedIn,Josh,Chingari",English,Kolkata,70.0,58.1,0.0,89.5,10.5,2,1,50.0,3.69,False,600.0428182690888,19.96547299052169,91.7,2023-03-12T00:00:00
IN_CR_06919,Creator_6919,2610,nano,12.09,"Entertainment & Comedy,Music & Dance,Sports & Cricket","Josh,YouTube",Hindi,Delhi,30.0,24.9,45.1,42.1,57.9,7,4,57.1,4.1,True,1165.2934837011749,0.7809078979928787,64.6,2025-04-17T00:00:00
IN_CR_06920,Creator_6920,368308,mid,5.22,"Entertainment & Comedy,Travel & Tourism","Instagram,LinkedIn,TikTok (historical),YouTube",English,Jaipur,60.2,75.7,0.0,65.1,34.9,5,4,80.0,4.32,False,23913.519748950694,25.531138549541808,82.5,2024-02-01T00:00:00
IN_CR_06921,Creator_6921,3285,nano,12.81,Sports & Cricket,"YouTube,LinkedIn,Moj",English,Delhi,36.1,32.5,31.3,32.7,67.3,1,0,0.0,4.71,False,0.0,2.2921864184495733,65.7,2025-07-06T00:00:00
IN_CR_06922,Creator_6922,76357,mid,8.02,Entertainment & Comedy,Twitter,Hindi,Chennai,57.7,40.7,1.6,64.3,35.7,3,2,66.7,4.93,True,2110.241055362698,31.678728173330427,85.5,2025-08-05T00:00:00
IN_CR_06923,Creator_6923,105991,mid,2.65,News & Current Affairs,Facebook,Telugu,Lucknow,82.7,33.0,0.0,37.7,62.3,8,6,75.0,4.37,False,17324.856369555673,11.322068944167349,83.2,2023-04-11T00:00:00
IN_CR_06924,Creator_6924,5663,nano,9.77,"Regional Content,Health & Fitness,Education & Skills","Moj,TikTok (historical),Twitter",Hindi,Jaipur,53.3,78.0,0.0,47.7,52.3,4,3,75.0,3.27,False,9916.356024375922,15.565231458225485,88.6,2023-08-24T00:00:00
IN_CR_06925,Creator_6925,29090,micro,16.01,Regional Content,"Chingari,LinkedIn",Hindi,Hyderabad,39.1,68.6,0.0,28.7,71.3,7,6,85.7,4.38,False,113184.81218725094,22.766138784664896,92.1,2025-02-06T00:00:00
IN_CR_06926,Creator_6926,6843,nano,4.8,"Beauty & Makeup,Sports & Cricket",Chingari,Hindi,Mumbai,54.5,23.4,22.1,66.6,33.4,6,5,83.3,3.79,False,70482.29098184498,13.034250943210735,93.1,2023-11-29T00:00:00
IN_CR_06927,Creator_6927,3613,nano,8.94,Technology & Gadgets,ShareChat,English,Chandigarh,76.7,28.9,0.0,11.4,88.6,7,6,85.7,3.66,False,33179.63008086302,7.809589183256452,93.4,2023-11-13T00:00:00
IN_CR_06928,Creator_6928,521,nano,5.67,Beauty & Makeup,LinkedIn,Telugu,Chandigarh,79.1,37.2,0.0,68.7,31.3,5,2,40.0,4.27,False,24155.8933010556,34.819477412656,59.9,2025-03-23T00:00:00
IN_CR_06929,Creator_6929,177635,mid,10.5,"Entertainment & Comedy,Technology & Gadgets","Chingari,Facebook",Malayalam,Kolkata,54.5,52.0,0.0,50.9,49.1,3,2,66.7,4.44,False,13078.741188164793,3.2579979862753836,81.4,2023-07-10T00:00:00
IN_CR_06930,Creator_6930,500,nano,25.88,News & Current Affairs,"Twitter,LinkedIn,Josh",Telugu,Jaipur,79.8,68.1,0.0,44.5,55.5,6,5,83.3,3.82,False,65817.37555063314,3.0486524928788112,86.4,2025-06-23T00:00:00
IN_CR_06931,Creator_6931,500,nano,23.02,Finance & Investment,"Chingari,Twitter,Instagram,LinkedIn",Bengali,Jaipur,68.9,26.7,4.4,51.0,49.0,3,2,66.7,4.05,False,6913.1138680366375,10.19493085587822,75.9,2024-01-17T00:00:00
IN_CR_06932,Creator_6932,34575,micro,21.25,"Fashion & Lifestyle,Devotional & Spirituality","Josh,Facebook",Hindi,Pune,60.2,60.1,0.0,54.6,45.4,5,3,60.0,4.28,True,25508.653465389987,0.7615728050415447,72.0,2025-09-02T00:00:00
IN_CR_06933,Creator_6933,62288,mid,2.53,Food & Cooking,Facebook,Malayalam,Mumbai,70.3,36.7,0.0,36.3,63.7,4,3,75.0,4.44,False,4289.453539687425,3.5028790050277356,91.6,2025-03-20T00:00:00
IN_CR_06934,Creator_6934,3064,nano,20.03,Regional Content,"ShareChat,Instagram",English,Jaipur,67.0,51.6,0.0,52.7,47.3,2,1,50.0,4.18,False,1297.4173926726514,11.341361852642635,98.6,2023-08-21T00:00:00
IN_CR_06935,Creator_6935,43632,micro,10.39,Devotional & Spirituality,ShareChat,Hindi,Kochi,47.3,53.3,0.0,74.1,25.9,4,3,75.0,3.77,False,1880.014272300256,5.073994673878917,78.4,2025-10-12T00:00:00
IN_CR_06936,Creator_6936,3159,nano,31.94,"Finance & Investment,Technology & Gadgets","Facebook,LinkedIn",Telugu,Hyderabad,65.1,62.8,0.0,19.3,80.7,4,2,50.0,4.38,False,767313.97189627,12.939159171647715,61.0,2023-07-01T00:00:00
IN_CR_06937,Creator_6937,1166,nano,7.48,Finance & Investment,"Josh,TikTok (historical)",Hindi,Chandigarh,82.1,29.7,0.0,69.0,31.0,5,4,80.0,3.85,False,932.4536309607771,16.069499095119177,87.8,2024-06-23T00:00:00
IN_CR_06938,Creator_6938,138828,mid,4.5,Sports & Cricket,Twitter,Hindi,Chandigarh,40.2,65.1,0.0,67.1,32.9,10,9,90.0,4.33,False,166865.8513809455,2.035765358307832,93.0,2022-12-08T00:00:00
IN_CR_06939,Creator_6939,936,nano,18.23,Gaming,"Facebook,LinkedIn,Instagram,YouTube",Hindi,Kolkata,71.2,35.3,0.0,46.6,53.4,4,3,75.0,3.76,False,15640.437324071914,8.872166156906387,91.7,2023-06-21T00:00:00
IN_CR_06940,Creator_6940,8847,nano,18.17,"Travel & Tourism,News & Current Affairs","Chingari,Josh,ShareChat,Moj",Hindi,Ahmedabad,87.3,76.1,0.0,65.8,34.2,2,1,50.0,3.99,False,1441.6061795341072,4.6927252176574115,98.6,2023-05-13T00:00:00
IN_CR_06941,Creator_6941,614,nano,3.79,Regional Content,"Josh,Twitter",Hindi,Chennai,35.2,81.7,0.0,79.3,20.7,6,5,83.3,3.2,False,19826.38662982602,9.98061315977823,89.3,2025-10-07T00:00:00
IN_CR_06942,Creator_6942,36703,micro,9.03,"Music & Dance,News & Current Affairs","TikTok (historical),LinkedIn",Telugu,Kochi,81.7,72.4,0.0,41.7,58.3,5,4,80.0,4.22,False,71082.79268828465,16.73735744005681,96.7,2024-01-12T00:00:00
IN_CR_06943,Creator_6943,35045,micro,15.4,"Regional Content,Education & Skills","LinkedIn,Josh,Chingari",Hindi,Lucknow,39.8,12.9,47.3,28.7,71.3,7,6,85.7,3.59,True,1418.5630702769458,3.7377598160110383,97.8,2024-07-10T00:00:00
IN_CR_06944,Creator_6944,12419,micro,9.07,"Education & Skills,Fashion & Lifestyle","YouTube,TikTok (historical)",Hindi,Hyderabad,48.4,60.6,0.0,27.0,73.0,7,6,85.7,3.55,False,3714.0013944823672,6.595509935019226,91.7,2022-12-30T00:00:00
IN_CR_06945,Creator_6945,3796,nano,15.13,"Sports & Cricket,Gaming",ShareChat,Bengali,Bangalore,59.5,41.3,0.0,35.5,64.5,4,3,75.0,3.48,True,3858.7720857283953,22.626593551413883,84.3,2023-01-14T00:00:00
IN_CR_06946,Creator_6946,3761,nano,8.73,"Education & Skills,Devotional & Spirituality","Moj,LinkedIn,Chingari",English,Pune,74.2,48.1,0.0,66.3,33.7,6,4,66.7,4.04,False,23769.624522948052,23.92182787866128,72.5,2025-05-21T00:00:00
IN_CR_06947,Creator_6947,2231,nano,10.26,"Technology & Gadgets,Music & Dance,Regional Content",Facebook,English,Delhi,76.7,36.8,0.0,13.5,86.5,6,5,83.3,4.6,False,2482.039749612473,21.867533429450646,99.2,2025-09-21T00:00:00
IN_CR_06948,Creator_6948,1711,nano,7.57,Music & Dance,"Chingari,YouTube",Telugu,Chennai,57.1,45.5,0.0,55.6,44.4,4,3,75.0,4.65,False,35848.41131285008,4.75146146516509,93.4,2023-08-02T00:00:00
IN_CR_06949,Creator_6949,3739,nano,13.63,Food & Cooking,Instagram,English,Chandigarh,48.4,25.1,26.5,81.9,18.1,6,4,66.7,3.69,False,2375.156036918387,39.2956456644747,72.4,2023-03-28T00:00:00
IN_CR_06950,Creator_6950,136880,mid,7.91,Entertainment & Comedy,"Moj,YouTube",English,Jaipur,65.5,74.5,0.0,54.8,45.2,4,1,25.0,3.93,False,14367.628881086674,37.072915233565176,44.8,2023-08-03T00:00:00
IN_CR_06951,Creator_6951,1828,nano,11.73,Devotional & Spirituality,YouTube,Marathi,Hyderabad,60.9,88.1,0.0,79.9,20.1,7,6,85.7,4.46,False,118264.90550527253,2.0975348248948773,92.9,2024-05-09T00:00:00
IN_CR_06952,Creator_6952,1974,nano,6.21,"Health & Fitness,Entertainment & Comedy",Moj,Telugu,Kolkata,29.3,50.6,20.1,65.0,35.0,3,2,66.7,4.35,False,10943.266239007235,35.7144958507856,93.9,2024-08-16T00:00:00
IN_CR_06953,Creator_6953,5521,nano,12.58,Regional Content,YouTube,Hindi,Lucknow,52.8,49.5,0.0,77.5,22.5,4,3,75.0,4.54,True,65029.756430156674,28.297924591670544,87.0,2023-09-17T00:00:00
IN_CR_06954,Creator_6954,22857,micro,6.64,Music & Dance,"YouTube,Moj,LinkedIn",Hindi,Chandigarh,82.6,61.3,0.0,83.1,16.9,3,2,66.7,2.96,False,11189.988834064945,0.8985755212015624,79.8,2023-04-30T00:00:00
IN_CR_06955,Creator_6955,8613,nano,6.81,"News & Current Affairs,Music & Dance,Health & Fitness",Chingari,English,Mumbai,81.1,37.7,0.0,49.4,50.6,6,5,83.3,4.22,False,20680.550933419854,3.0325049444569494,93.2,2025-07-10T00:00:00
IN_CR_06956,Creator_6956,2310,nano,22.08,"News & Current Affairs,Health & Fitness","Instagram,Moj",Bengali,Kolkata,68.0,52.8,0.0,43.8,56.2,3,2,66.7,4.02,False,13194.67649274471,14.320457201682471,71.7,2023-06-24T00:00:00
IN_CR_06957,Creator_6957,8381,nano,7.99,"News & Current Affairs,Devotional & Spirituality",Twitter,Hindi,Jaipur,66.4,66.7,0.0,66.2,33.8,3,2,66.7,2.8,False,7296.5221208004805,11.67080176696958,77.2,2024-05-13T00:00:00
IN_CR_06958,Creator_6958,14929,micro,17.95,Music & Dance,ShareChat,Hindi,Kolkata,89.2,63.5,0.0,37.4,62.6,8,7,87.5,3.64,False,53141.2394641697,7.785288260350525,96.2,2022-11-24T00:00:00
IN_CR_06959,Creator_6959,2536,nano,10.08,"Devotional & Spirituality,Beauty & Makeup","Twitter,TikTok (historical)",Hindi,Chennai,64.5,67.0,0.0,59.2,40.8,2,1,50.0,4.47,False,1172.7782079910216,1.4755516843494858,78.9,2024-04-19T00:00:00
IN_CR_06960,Creator_6960,163925,mid,11.15,"Food & Cooking,Music & Dance,Finance & Investment",Josh,Marathi,Kochi,58.8,25.5,15.8,60.9,39.1,5,3,60.0,3.98,False,6274.075763746487,3.9115099165345493,70.9,2024-11-29T00:00:00
IN_CR_06961,Creator_6961,180202,mid,8.22,Finance & Investment,Moj,Hindi,Pune,76.6,50.8,0.0,34.8,65.2,9,3,33.3,4.2,False,6191.347501651995,16.164870329233054,33.6,2023-07-15T00:00:00
IN_CR_06962,Creator_6962,5226,nano,15.04,"Education & Skills,Entertainment & Comedy","Josh,ShareChat",Hindi,Ahmedabad,51.6,49.1,0.0,81.4,18.6,9,7,77.8,3.59,False,16796.76099657523,2.8504466561671977,80.7,2024-09-21T00:00:00
IN_CR_06963,Creator_6963,1144,nano,4.69,"News & Current Affairs,Food & Cooking",Facebook,Hindi,Lucknow,62.8,48.4,0.0,45.8,54.2,8,5,62.5,4.26,False,3969.163565805805,2.3971015286828976,72.0,2024-12-25T00:00:00
IN_CR_06964,Creator_6964,5347,nano,12.25,News & Current Affairs,Josh,Hindi,Ahmedabad,69.0,30.5,0.4,41.0,59.0,2,1,50.0,4.74,False,6926.3408824158105,48.9644936543458,87.4,2023-05-30T00:00:00
IN_CR_06965,Creator_6965,500,nano,12.91,Devotional & Spirituality,"LinkedIn,Twitter",Telugu,Mumbai,63.2,42.4,0.0,60.1,39.9,3,2,66.7,3.85,False,3640.3690104068455,0.12599125438235745,93.0,2024-06-01T00:00:00
IN_CR_06966,Creator_6966,908,nano,6.78,"Technology & Gadgets,Food & Cooking",Chingari,Hindi,Ahmedabad,81.2,17.3,1.4,26.9,73.1,7,6,85.7,4.71,False,291688.3897304646,8.340753156653914,90.9,2024-03-13T00:00:00
IN_CR_06967,Creator_6967,500,nano,8.12,"Education & Skills,Devotional & Spirituality","Twitter,Josh,TikTok (historical)",Marathi,Chennai,56.6,52.4,0.0,66.6,33.4,3,2,66.7,3.7,False,9405.817473636696,0.33476137771210174,84.7,2023-05-15T00:00:00
IN_CR_06968,Creator_6968,15534,micro,16.35,Technology & Gadgets,Chingari,Hindi,Pune,66.3,75.7,0.0,25.1,74.9,10,7,70.0,3.3,False,117838.50505858485,7.323019041798741,76.3,2025-07-07T00:00:00
IN_CR_06969,Creator_6969,500,nano,6.77,Sports & Cricket,"TikTok (historical),ShareChat",Bengali,Lucknow,66.6,18.2,15.2,53.3,46.7,7,5,71.4,3.94,False,8359.81065023115,5.097894370842392,80.2,2023-08-08T00:00:00
IN_CR_06970,Creator_6970,2558,nano,7.54,"Finance & Investment,Technology & Gadgets",Twitter,Marathi,Mumbai,72.0,29.4,0.0,12.7,87.3,6,3,50.0,3.17,False,16956.16540406458,7.120743716506329,63.5,2023-06-07T00:00:00
IN_CR_06971,Creator_6971,657852,macro,2.71,"Finance & Investment,Technology & Gadgets","Chingari,TikTok (historical)",Tamil,Delhi,38.1,38.6,23.3,58.4,41.6,6,5,83.3,2.75,False,67950.05966313138,40.25544166509166,87.2,2024-10-12T00:00:00
IN_CR_06972,Creator_6972,4040,nano,20.3,"Finance & Investment,Sports & Cricket","YouTube,Instagram",Tamil,Lucknow,68.7,67.5,0.0,46.0,54.0,6,5,83.3,4.81,True,18353.42876258211,27.320085828520604,93.7,2023-02-24T00:00:00
IN_CR_06973,Creator_6973,7691,nano,5.82,"Finance & Investment,Travel & Tourism,Sports & Cricket",Instagram,Hindi,Kolkata,47.5,59.6,0.0,51.3,48.7,5,4,80.0,4.62,False,50325.41741243468,18.280276434032018,96.2,2023-01-25T00:00:00
IN_CR_06974,Creator_6974,1858,nano,28.55,Technology & Gadgets,"Instagram,LinkedIn",Tamil,Kolkata,68.4,58.6,0.0,27.6,72.4,7,5,71.4,4.71,False,7418.412055055095,12.537526087817033,81.8,2025-07-22T00:00:00
IN_CR_06975,Creator_6975,4612,nano,7.92,Gaming,ShareChat,English,Ahmedabad,59.7,24.0,16.3,31.7,68.3,6,5,83.3,3.78,False,5355.755351735093,14.323615655146147,92.6,2023-12-26T00:00:00
IN_CR_06976,Creator_6976,500,nano,13.83,"Technology & Gadgets,Fashion & Lifestyle","Moj,Twitter",Marathi,Pune,61.5,63.9,0.0,76.3,23.7,7,6,85.7,3.62,False,12909.454555911829,2.006770784093531,89.0,2025-06-10T00:00:00
IN_CR_06977,Creator_6977,500,nano,13.68,"Regional Content,News & Current Affairs","Moj,Instagram",Hindi,Kochi,55.0,30.2,14.8,33.9,66.1,2,1,50.0,4.49,True,21761.665829362475,11.17593822549985,89.1,2024-07-21T00:00:00
IN_CR_06978,Creator_6978,4873,nano,14.86,Music & Dance,Moj,Hindi,Chandigarh,88.5,65.3,0.0,44.4,55.6,2,1,50.0,4.42,False,128831.03804315167,14.104711130183045,90.6,2023-03-16T00:00:00
IN_CR_06979,Creator_6979,7472,nano,3.13,"Gaming,Fashion & Lifestyle","Facebook,TikTok (historical),ShareChat",Hindi,Mumbai,42.4,64.2,0.0,61.5,38.5,9,8,88.9,3.21,False,22609.682832150695,2.0245218917243477,96.1,2024-11-11T00:00:00
IN_CR_06980,Creator_6980,50368,mid,5.5,Gaming,Chingari,English,Hyderabad,47.1,44.6,8.3,43.7,56.3,4,2,50.0,3.17,False,28401.720221517444,1.5459798655183064,68.3,2023-06-26T00:00:00
IN_CR_06981,Creator_6981,4835,nano,15.62,Devotional & Spirituality,"Instagram,Twitter,Moj",Tamil,Bangalore,67.8,77.3,0.0,50.7,49.3,4,3,75.0,3.96,False,10489.389810964574,15.214135394937752,98.9,2023-07-02T00:00:00
IN_CR_06982,Creator_6982,30019,micro,7.65,"Travel & Tourism,Technology & Gadgets",ShareChat,Telugu,Lucknow,50.5,18.9,30.6,45.0,55.0,3,1,33.3,4.94,False,3149.130496289212,1.7585772215732374,62.9,2023-01-28T00:00:00
IN_CR_06983,Creator_6983,39176,micro,20.85,"Finance & Investment,Technology & Gadgets,Food & Cooking",TikTok (historical),Hindi,Chennai,92.0,26.7,0.0,27.6,72.4,6,5,83.3,4.78,True,11906.812985570232,1.4308079982398978,94.8,2024-06-15T00:00:00
IN_CR_06984,Creator_6984,49926,micro,9.85,Travel & Tourism,"Josh,YouTube,TikTok (historical)",English,Delhi,80.5,64.5,0.0,44.6,55.4,6,4,66.7,4.91,False,14797.496787483431,0.273638596659905,68.7,2024-08-17T00:00:00
IN_CR_06985,Creator_6985,500,nano,17.25,Sports & Cricket,"YouTube,Facebook",English,Kochi,83.6,31.2,0.0,36.0,64.0,4,3,75.0,3.71,False,1403.8641164167361,2.925132174791249,82.2,2024-05-13T00:00:00
IN_CR_06986,Creator_6986,500,nano,3.12,Devotional & Spirituality,Twitter,English,Lucknow,74.6,65.0,0.0,73.0,27.0,4,2,50.0,3.99,False,140705.9407458206,3.4743168928382393,71.3,2025-09-23T00:00:00
IN_CR_06987,Creator_6987,1898,nano,8.28,Food & Cooking,"Twitter,Moj",Hindi,Chandigarh,57.7,26.9,15.4,44.9,55.1,5,3,60.0,3.96,False,9761.863802031552,12.225405699618896,72.9,2025-04-14T00:00:00
IN_CR_06988,Creator_6988,5758,nano,8.31,Music & Dance,"LinkedIn,Facebook,Chingari,Twitter",Tamil,Pune,58.2,52.4,0.0,70.6,29.4,3,2,66.7,3.32,False,16162.718928768634,34.725449264039526,88.0,2024-03-21T00:00:00
IN_CR_06989,Creator_6989,922,nano,3.65,Sports & Cricket,"TikTok (historical),Moj,Josh",English,Mumbai,61.7,42.5,0.0,39.8,60.2,5,4,80.0,4.35,False,132828.39990612952,3.9649428274254856,94.6,2023-06-29T00:00:00
IN_CR_06990,Creator_6990,2600,nano,15.12,Sports & Cricket,"Instagram,Facebook",English,Delhi,45.7,71.9,0.0,72.6,27.4,9,7,77.8,3.78,False,5940.274880486249,0.6209866804376402,88.8,2022-11-30T00:00:00
IN_CR_06991,Creator_6991,229873,mid,6.1,Food & Cooking,"Facebook,YouTube",English,Hyderabad,37.8,13.4,48.8,71.2,28.8,5,4,80.0,4.14,False,31096.795712728977,2.6274487347214412,87.9,2024-08-25T00:00:00
IN_CR_06992,Creator_6992,3467,nano,14.35,"Entertainment & Comedy,Fashion & Lifestyle","ShareChat,Facebook",Hindi,Kochi,88.5,32.2,0.0,88.8,11.2,9,5,55.6,3.36,False,2353.0851607404547,10.508365844206624,65.8,2024-06-05T00:00:00
IN_CR_06993,Creator_6993,3466,nano,12.62,"Regional Content,Gaming",LinkedIn,Bengali,Pune,76.2,58.5,0.0,4.5,95.5,3,2,66.7,4.8,False,56871.19625970432,0.7087604534498883,69.8,2024-07-10T00:00:00
IN_CR_06994,Creator_6994,8180,nano,13.52,"Fashion & Lifestyle,Sports & Cricket","Chingari,LinkedIn",Telugu,Delhi,88.7,68.5,0.0,56.0,44.0,3,2,66.7,4.35,False,305.8075131879844,11.079672842821918,67.7,2023-12-21T00:00:00
IN_CR_06995,Creator_6995,1928,nano,21.53,"Gaming,Travel & Tourism","Facebook,Twitter",Hindi,Kolkata,75.2,60.9,0.0,6.3,93.7,3,1,33.3,3.89,False,29407.82056962651,6.136624885551468,56.3,2023-04-13T00:00:00
IN_CR_06996,Creator_6996,34359,micro,4.83,Technology & Gadgets,"TikTok (historical),Facebook,ShareChat",Hindi,Bangalore,44.2,59.0,0.0,61.1,38.9,4,3,75.0,4.2,True,131415.061485802,7.4780948236476075,76.9,2025-06-16T00:00:00
IN_CR_06997,Creator_6997,4179,nano,9.5,"Entertainment & Comedy,Beauty & Makeup","Instagram,Chingari,Twitter",Hindi,Jaipur,88.4,27.3,0.0,83.7,16.3,4,3,75.0,3.62,False,6707.991745183733,2.1918741443493284,86.7,2024-12-30T00:00:00
IN_CR_06998,Creator_6998,30468,micro,7.38,"Travel & Tourism,Gaming,Technology & Gadgets","Facebook,LinkedIn",Telugu,Chennai,55.5,62.1,0.0,5.3,94.7,6,5,83.3,3.11,False,111474.62106175088,17.78295522328701,96.0,2024-10-10T00:00:00
IN_CR_06999,Creator_6999,2072,nano,14.59,"Food & Cooking,Music & Dance,Health & Fitness","TikTok (historical),Josh,Chingari",Marathi,Kochi,69.2,40.0,0.0,76.8,23.2,3,2,66.7,4.39,False,8398.301803947263,44.64138750533397,89.6,2023-08-26T00:00:00
IN_CR_07000,Creator_7000,26435,micro,10.45,"Regional Content,Entertainment & Comedy",Twitter,Hindi,Delhi,64.4,30.5,5.1,57.2,42.8,2,1,50.0,4.49,False,6097.601354767904,9.066498038636485,58.5,2023-07-15T00:00:00
IN_CR_07001,Creator_7001,694,nano,10.56,"Devotional & Spirituality,Finance & Investment","TikTok (historical),ShareChat",Hindi,Bangalore,72.3,19.6,8.1,53.7,46.3,2,1,50.0,4.0,False,59811.293346362545,0.6964417976306793,59.4,2025-02-14T00:00:00
IN_CR_07002,Creator_7002,13124,micro,3.89,"Health & Fitness,Food & Cooking","Josh,YouTube,ShareChat",Kannada,Chandigarh,65.5,28.1,6.3,65.1,34.9,9,7,77.8,4.2,False,82844.8793747926,13.988252768264974,87.2,2023-04-28T00:00:00
IN_CR_07003,Creator_7003,8243,nano,8.98,Finance & Investment,"YouTube,Twitter",English,Pune,52.2,54.5,0.0,41.9,58.1,5,3,60.0,3.54,False,45179.57198666677,23.94138841495867,70.9,2025-01-04T00:00:00
IN_CR_07004,Creator_7004,33919,micro,19.14,"Sports & Cricket,Fashion & Lifestyle","TikTok (historical),LinkedIn,Moj,Facebook",English,Bangalore,62.0,42.9,0.0,68.2,31.8,5,4,80.0,3.87,False,8450.427010048094,0.435815886016363,81.3,2024-10-31T00:00:00
IN_CR_07005,Creator_7005,2703,nano,15.4,Finance & Investment,"Facebook,TikTok (historical)",English,Jaipur,80.7,33.7,0.0,65.1,34.9,7,5,71.4,4.46,False,7333.993674400972,4.994721229667475,76.1,2023-11-29T00:00:00
IN_CR_07006,Creator_7006,16564,micro,5.32,Fashion & Lifestyle,"TikTok (historical),Moj",English,Ahmedabad,77.6,61.9,0.0,34.1,65.9,3,2,66.7,4.34,True,2284.392446847589,0.8439503749220421,93.2,2022-11-20T00:00:00
IN_CR_07007,Creator_7007,6087,nano,11.66,Devotional & Spirituality,"Chingari,Twitter",Hindi,Jaipur,86.8,60.8,0.0,66.9,33.1,7,6,85.7,4.2,False,385351.3506569114,3.8242671829796597,92.8,2024-07-18T00:00:00
IN_CR_07008,Creator_7008,526,nano,21.56,Devotional & Spirituality,ShareChat,English,Delhi,81.4,80.0,0.0,47.3,52.7,7,5,71.4,3.59,False,20059.79239603786,4.244190384858627,83.1,2023-02-04T00:00:00
IN_CR_07009,Creator_7009,27660,micro,38.31,Finance & Investment,"Twitter,LinkedIn",Bengali,Lucknow,56.4,22.4,21.3,44.9,55.1,10,9,90.0,4.44,True,713837.697527132,5.099829428852899,97.7,2024-02-08T00:00:00
IN_CR_07010,Creator_7010,15726,micro,5.74,"News & Current Affairs,Fashion & Lifestyle,Regional Content","Moj,Chingari",Hindi,Lucknow,49.8,65.6,0.0,77.1,22.9,10,7,70.0,4.43,False,143879.84256966918,2.307026566969164,79.8,2024-07-06T00:00:00
IN_CR_07011,Creator_7011,42104,micro,9.43,Music & Dance,"LinkedIn,Moj",English,Kolkata,76.8,92.2,0.0,60.5,39.5,7,5,71.4,4.65,True,53539.866972481286,8.773639220649823,84.6,2024-08-09T00:00:00
IN_CR_07012,Creator_7012,5692,nano,5.62,Health & Fitness,"ShareChat,Moj,Twitter",Hindi,Ahmedabad,80.7,58.6,0.0,50.6,49.4,6,4,66.7,2.41,False,48065.37999921033,14.200382165312313,73.0,2023-01-17T00:00:00
IN_CR_07013,Creator_7013,500,nano,28.19,"Beauty & Makeup,Finance & Investment","Moj,LinkedIn",Hindi,Hyderabad,92.7,15.2,0.0,77.8,22.2,3,2,66.7,3.85,False,6428.342108322245,10.138724860636435,98.0,2025-09-15T00:00:00
IN_CR_07014,Creator_7014,142422,mid,6.13,Education & Skills,Twitter,Hindi,Kochi,85.9,22.4,0.0,45.5,54.5,3,2,66.7,4.38,False,23467.70870632894,39.550269046479706,76.9,2023-01-05T00:00:00
IN_CR_07015,Creator_7015,22924,micro,11.07,"News & Current Affairs,Entertainment & Comedy","LinkedIn,Instagram,Chingari,Moj",Tamil,Mumbai,85.8,66.4,0.0,32.8,67.2,7,6,85.7,4.9,False,7769.186900063216,14.351339211894096,95.0,2023-12-02T00:00:00
IN_CR_07016,Creator_7016,1796,nano,12.41,Travel & Tourism,"Josh,TikTok (historical)",Gujarati,Mumbai,73.3,54.2,0.0,46.1,53.9,5,3,60.0,4.72,False,1311.1158044021415,0.3098743553137451,74.8,2024-07-03T00:00:00
IN_CR_07017,Creator_7017,184136,mid,15.0,"Technology & Gadgets,Gaming","ShareChat,Josh,Instagram,YouTube",Hindi,Jaipur,53.1,40.5,6.3,32.5,67.5,4,3,75.0,3.96,False,54071.088865243146,13.874341438509731,84.4,2023-08-09T00:00:00
IN_CR_07018,Creator_7018,15352,micro,11.85,Devotional & Spirituality,LinkedIn,Hindi,Kochi,57.5,66.5,0.0,53.6,46.4,2,1,50.0,3.48,False,14745.888560662725,6.780080807769659,93.5,2024-08-24T00:00:00
IN_CR_07019,Creator_7019,21473,micro,9.92,"Sports & Cricket,Food & Cooking","ShareChat,Instagram,YouTube",Hindi,Bangalore,53.0,54.3,0.0,27.8,72.2,3,2,66.7,4.38,False,60800.94835030405,5.1705133507682435,76.5,2024-09-16T00:00:00
