campaign_id,category,platform,industry,budget,duration_days,start_date,end_date,min_followers,min_engagement,deliverables,content_rights,target_age_group,target_gender,brand_total_campaigns,brand_avg_rating,brand_completion_rate,applications_count
2012,Entertainment,Twitter,Gaming,1710,76,2025-11-17,2026-02-01,10000,0.039,"[""Blog"", ""Story"", ""Video"", ""Post""]",False,25-34,Male,7,2.52,0.804,44
2013,Parenting,Facebook,Health & Wellness,617,7,2025-12-25,2026-01-01,10000,0.011,"[""Story"", ""Video""]",False,13-17,Female,8,4.38,0.787,32
2014,Parenting,YouTube,Beauty & Cosmetics,833,11,2026-02-02,2026-02-13,50000,0.031,"[""Reel"", ""Story"", ""Post"", ""Blog""]",False,65+,All,10,2.81,0.76,34
2015,Photography,LinkedIn,Automotive,666,40,2025-12-31,2026-02-09,1000,0.045,"[""Video"", ""Story"", ""Reel"", ""Blog"", ""Post""]",False,25-34,Male,14,2.87,0.829,56
2016,Music,Instagram,Technology,570,27,2025-12-18,2026-01-14,50000,0.014,"[""Blog"", ""Reel"", ""Video""]",True,65+,Male,11,4.2,0.926,77
2017,Sports,LinkedIn,Entertainment,838,57,2026-02-03,2026-04-01,1000,0.013,"[""Blog""]",False,45-54,Female,3,3.01,0.831,51
2018,Photography,LinkedIn,Education,1220,50,2026-01-29,2026-03-20,1000,0.015,"[""Blog"", ""Post""]",False,45-54,All,8,2.78,0.872,28
2019,Entertainment,Twitter,Food & Beverage,1228,28,2025-11-19,2025-12-17,1000,0.01,"[""Reel"", ""Story"", ""Video""]",True,18-24,Female,9,4.24,0.945,76
2020,Entertainment,Twitter,Fashion,1796,76,2025-12-12,2026-02-26,10000,0.019,"[""Post"", ""Reel""]",False,35-44,All,10,3.05,0.943,28
2021,Entertainment,YouTube,Finance,1209,14,2026-01-23,2026-02-06,1000,0.042,"[""Blog"", ""Post"", ""Story"", ""Reel""]",True,13-17,Female,7,4.84,0.916,40
2022,Food,Instagram,Real Estate,11521,20,2025-12-16,2026-01-05,50000,0.028,"[""Video"", ""Story""]",False,35-44,Female,10,2.86,0.697,22
2023,Fitness,YouTube,Real Estate,2460,7,2025-11-30,2025-12-07,1000,0.019,"[""Blog"", ""Video"", ""Post"", ""Reel""]",True,25-34,Male,9,4.41,0.949,105
2024,Travel,Instagram,Travel & Tourism,520,76,2025-11-23,2026-02-07,10000,0.039,"[""Post"", ""Video""]",True,35-44,Female,11,3.22,0.842,81
2025,Gaming,Twitter,Technology,1328,14,2026-01-26,2026-02-09,1000,0.018,"[""Reel"", ""Video"", ""Blog"", ""Story"", ""Post""]",True,35-44,Male,7,3.43,0.765,10
2026,Fitness,Facebook,Technology,777,39,2026-02-02,2026-03-13,1000,0.049,"[""Story"", ""Reel""]",True,35-44,All,6,2.88,0.803,28
2027,Food,YouTube,Beauty & Cosmetics,1823,13,2026-01-09,2026-01-22,5000,0.01,"[""Video""]",False,35-44,All,10,3.98,0.787,52
2028,Pets,Twitter,Finance,639,39,2026-02-08,2026-03-19,5000,0.012,"[""Post"", ""Video""]",True,13-17,Female,10,3.61,0.486,56
2029,Entertainment,Instagram,Automotive,997,15,2025-12-03,2025-12-18,5000,0.025,"[""Reel"", ""Blog"", ""Story""]",True,45-54,Male,6,4.01,0.606,56
2030,Education,Twitter,Education,997,33,2025-11-30,2026-01-02,1000,0.026,"[""Reel"", ""Story"", ""Post""]",False,25-34,Male,7,2.83,0.581,30
2031,Photography,Facebook,E-commerce,557,17,2025-11-26,2025-12-13,1000,0.036,"[""Post"", ""Story"", ""Video""]",True,65+,Male,17,4.15,0.916,16
2032,Lifestyle,Twitter,Food & Beverage,823,10,2025-12-30,2026-01-09,1000,0.025,"[""Reel"", ""Blog"", ""Story""]",False,18-24,Female,10,2.78,0.969,86
2033,Business,Instagram,Fashion,1283,11,2025-12-01,2025-12-12,10000,0.046,"[""Reel"", ""Blog""]",False,45-54,Male,10,4.59,0.843,18
2034,Food,Instagram,Education,824,14,2026-01-02,2026-01-16,1000,0.015,"[""Post"", ""Reel"", ""Blog""]",True,35-44,Male,6,3.28,0.863,2
2035,Photography,Instagram,Finance,1919,39,2025-12-15,2026-01-23,10000,0.04,"[""Post"", ""Video"", ""Story""]",True,35-44,All,14,3.94,0.56,91
2036,Art,LinkedIn,Travel & Tourism,544,32,2025-11-25,2025-12-27,1000,0.045,"[""Story"", ""Post"", ""Video""]",False,13-17,Female,10,1.72,0.771,6
2037,Sports,TikTok,Food & Beverage,3936,17,2025-12-28,2026-01-14,5000,0.045,"[""Blog""]",True,18-24,Male,12,3.57,0.646,14
2038,Health,TikTok,Technology,588,24,2026-01-17,2026-02-10,1000,0.025,"[""Reel""]",False,25-34,Male,11,2.66,0.911,24
2039,Lifestyle,TikTok,Food & Beverage,644,11,2025-11-22,2025-12-03,1000,0.014,"[""Story"", ""Blog"", ""Reel"", ""Post""]",True,13-17,Male,9,3.72,0.908,23
2040,Food,TikTok,Beauty & Cosmetics,719,14,2026-01-14,2026-01-28,1000,0.042,"[""Video"", ""Blog"", ""Story"", ""Post""]",True,25-34,All,10,4.62,0.719,58
2041,DIY,LinkedIn,Travel & Tourism,1433,24,2025-12-15,2026-01-08,5000,0.044,"[""Reel"", ""Video"", ""Story"", ""Post""]",False,18-24,Male,14,3.24,0.697,80
2042,Business,Instagram,Health & Wellness,1312,37,2026-01-02,2026-02-08,1000,0.018,"[""Video"", ""Story"", ""Blog""]",False,45-54,Male,12,4.56,0.863,2
2043,Food,Instagram,Fashion,2292,62,2025-12-10,2026-02-10,50000,0.01,"[""Reel"", ""Story"", ""Video""]",True,25-34,Female,10,3.24,0.754,37
2044,Health,YouTube,Gaming,775,58,2025-12-30,2026-02-26,10000,0.014,"[""Video"", ""Blog"", ""Reel"", ""Post""]",True,35-44,All,11,3.55,0.96,19
2045,Art,YouTube,Entertainment,568,57,2026-01-04,2026-03-02,100000,0.03,"[""Reel"", ""Blog"", ""Video""]",False,25-34,All,4,3.31,0.812,57
2046,Parenting,Instagram,E-commerce,9390,15,2026-01-29,2026-02-13,5000,0.049,"[""Video"", ""Story""]",False,65+,Male,11,2.46,0.816,29
2047,Art,Twitter,Gaming,718,8,2025-11-22,2025-11-30,1000,0.025,"[""Story"", ""Blog"", ""Reel""]",True,13-17,Female,15,3.31,0.772,43
2048,Fashion,TikTok,Technology,921,43,2025-12-28,2026-02-09,5000,0.015,"[""Blog"", ""Reel"", ""Post""]",True,45-54,All,7,3.99,0.978,28
2049,Technology,Instagram,Fashion,583,28,2025-12-23,2026-01-20,1000,0.012,"[""Blog""]",False,65+,Male,8,1.84,0.825,31
2050,Music,Twitter,Beauty & Cosmetics,2205,43,2025-11-21,2026-01-03,10000,0.012,"[""Story"", ""Reel"", ""Post""]",True,35-44,All,8,4.54,0.963,34
2051,Business,Facebook,Home & Garden,509,41,2025-12-07,2026-01-17,1000,0.046,"[""Story"", ""Post"", ""Reel"", ""Video"", ""Blog""]",False,18-24,Male,9,2.43,0.548,26
2052,Gaming,YouTube,Home & Garden,531,15,2026-01-30,2026-02-14,1000,0.03,"[""Post"", ""Story"", ""Reel"", ""Blog""]",True,55-64,All,10,3.76,0.759,90
2053,Photography,Facebook,Food & Beverage,7598,79,2026-01-18,2026-04-07,100000,0.028,"[""Blog"", ""Post"", ""Video""]",False,25-34,Male,10,3.69,0.973,15
2054,Finance,Facebook,Health & Wellness,32194,31,2026-02-09,2026-03-12,1000,0.039,"[""Reel"", ""Video"", ""Story"", ""Post"", ""Blog""]",True,45-54,Male,6,3.22,0.811,22
2055,Health,Facebook,E-commerce,543,17,2025-11-13,2025-11-30,10000,0.034,"[""Story"", ""Post"", ""Blog""]",False,55-64,Male,8,3.69,0.672,16
2056,Fashion,TikTok,Automotive,1098,30,2026-01-07,2026-02-06,5000,0.034,"[""Reel"", ""Video"", ""Blog"", ""Post"", ""Story""]",False,65+,All,10,4.31,0.769,18
2057,Travel,Instagram,Sports,557,9,2025-12-19,2025-12-28,1000,0.03,"[""Reel""]",False,18-24,Male,8,3.63,0.901,76
2058,Art,Instagram,Home & Garden,1058,20,2025-11-28,2025-12-18,5000,0.033,"[""Reel"", ""Video""]",True,25-34,Male,12,4.31,0.881,115
2059,Food,Instagram,Real Estate,792,77,2025-12-31,2026-03-18,1000,0.047,"[""Post""]",False,13-17,Female,15,4.35,0.769,16
2060,Music,Facebook,Health & Wellness,1834,45,2025-12-24,2026-02-07,5000,0.029,"[""Blog"", ""Story"", ""Reel""]",True,13-17,All,11,1.16,0.843,53
2061,Business,Facebook,Real Estate,581,54,2026-02-05,2026-03-31,5000,0.041,"[""Post"", ""Video""]",False,65+,All,8,2.6,0.916,33
2062,Beauty,Facebook,Sports,927,59,2025-11-28,2026-01-26,100000,0.047,"[""Post""]",False,18-24,Female,9,2.75,0.936,62
2063,Sports,Instagram,Finance,2014,7,2025-12-13,2025-12-20,10000,0.026,"[""Video"", ""Reel""]",True,55-64,All,5,4.97,0.727,22
2064,Technology,Instagram,Home & Garden,880,21,2025-11-21,2025-12-12,5000,0.01,"[""Reel"", ""Blog"", ""Video"", ""Post""]",False,65+,Female,5,3.54,0.844,38
2065,Fashion,Facebook,E-commerce,6027,69,2025-12-06,2026-02-13,50000,0.047,"[""Post""]",False,35-44,All,18,4.7,0.78,58
2066,Fashion,Instagram,Gaming,867,74,2026-01-28,2026-04-12,50000,0.048,"[""Post"", ""Reel"", ""Video""]",True,18-24,All,5,3.72,0.785,141
2067,Art,Instagram,Travel & Tourism,1511,10,2026-01-04,2026-01-14,10000,0.043,"[""Video"", ""Reel"", ""Post"", ""Story"", ""Blog""]",True,55-64,Male,10,2.68,0.807,17
2068,Music,Facebook,Finance,643,57,2025-12-15,2026-02-10,10000,0.011,"[""Story"", ""Blog"", ""Post""]",True,13-17,All,9,4.0,0.806,25
2069,Art,Instagram,Fashion,502,7,2025-11-13,2025-11-20,5000,0.018,"[""Reel""]",True,18-24,Female,7,4.13,0.981,80
2070,Travel,LinkedIn,Gaming,774,54,2025-11-21,2026-01-14,50000,0.019,"[""Post"", ""Reel""]",False,18-24,Male,9,3.27,0.927,77
2071,Finance,Twitter,Real Estate,2977,66,2025-12-27,2026-03-03,1000,0.045,"[""Story"", ""Reel""]",False,55-64,All,9,3.09,0.574,19
2072,Pets,LinkedIn,Sports,869,7,2025-11-29,2025-12-06,50000,0.043,"[""Blog"", ""Post"", ""Story"", ""Reel""]",False,13-17,Female,14,3.06,0.664,74
2073,Art,TikTok,Education,1175,29,2026-01-02,2026-01-31,50000,0.026,"[""Reel"", ""Blog"", ""Story""]",False,13-17,All,13,2.88,0.515,21
2074,Health,Facebook,Real Estate,2400,13,2026-01-09,2026-01-22,10000,0.046,"[""Story""]",True,18-24,All,9,2.33,0.79,30
2075,Sports,Instagram,Sports,816,30,2026-01-01,2026-01-31,50000,0.018,"[""Reel"", ""Video""]",False,65+,All,9,2.66,0.605,23
2076,Sports,Instagram,Fashion,11772,15,2025-11-29,2025-12-14,10000,0.043,"[""Blog"", ""Story"", ""Video"", ""Post""]",False,45-54,Male,12,4.19,0.739,52
2077,Fashion,YouTube,Education,1497,90,2026-02-08,2026-05-09,5000,0.03,"[""Blog"", ""Post""]",False,55-64,Female,10,4.65,0.78,95
2078,Health,Twitter,Finance,994,16,2026-01-21,2026-02-06,5000,0.01,"[""Post"", ""Reel"", ""Blog""]",False,13-17,All,9,4.23,0.675,58
2079,Education,LinkedIn,Education,3933,14,2025-11-19,2025-12-03,5000,0.024,"[""Video"", ""Post"", ""Story"", ""Blog"", ""Reel""]",False,18-24,All,14,3.24,0.482,44
2080,Fashion,Instagram,Gaming,520,7,2025-11-21,2025-11-28,1000,0.013,"[""Blog"", ""Story"", ""Video""]",False,65+,All,10,2.06,0.715,33
2081,Education,Twitter,Education,3587,13,2025-12-02,2025-12-15,1000,0.012,"[""Story"", ""Post"", ""Video""]",False,35-44,Male,9,4.15,0.806,94
2082,Travel,Twitter,Finance,602,46,2025-12-13,2026-01-28,1000,0.03,"[""Story"", ""Post""]",True,18-24,Male,7,3.37,0.936,10
2083,Finance,Facebook,Gaming,1699,17,2026-01-31,2026-02-17,1000,0.034,"[""Blog"", ""Video""]",False,45-54,All,12,2.02,0.295,43
2084,Sports,Facebook,Health & Wellness,1359,24,2025-11-28,2025-12-22,1000,0.014,"[""Story"", ""Post"", ""Blog""]",False,25-34,All,5,3.72,0.859,15
2085,Entertainment,Facebook,Fashion,808,25,2025-12-15,2026-01-09,5000,0.021,"[""Story"", ""Reel"", ""Post""]",False,55-64,All,6,2.76,0.787,4
2086,Finance,LinkedIn,Automotive,3897,7,2025-12-31,2026-01-07,1000,0.019,"[""Post"", ""Reel""]",False,13-17,Female,12,4.07,0.868,18
2087,Beauty,LinkedIn,Fashion,775,29,2025-11-27,2025-12-26,50000,0.03,"[""Blog"", ""Post""]",True,18-24,All,10,3.57,0.772,40
2088,Health,Instagram,Finance,1446,76,2026-02-06,2026-04-23,100000,0.028,"[""Post"", ""Blog"", ""Video"", ""Story"", ""Reel""]",False,25-34,All,14,3.98,0.833,36
2089,Gaming,LinkedIn,Sports,1477,27,2025-12-04,2025-12-31,1000,0.032,"[""Story"", ""Blog"", ""Reel""]",True,25-34,All,8,3.6,0.929,6
2090,Gaming,Instagram,Sports,967,79,2025-11-14,2026-02-01,5000,0.024,"[""Blog""]",False,25-34,All,4,3.58,0.892,65
2091,Education,YouTube,Health & Wellness,2014,27,2025-12-29,2026-01-25,5000,0.018,"[""Reel"", ""Story"", ""Blog""]",True,45-54,Female,9,3.07,0.557,52
2092,Technology,TikTok,Sports,624,15,2025-11-21,2025-12-06,10000,0.016,"[""Reel"", ""Video""]",False,13-17,Female,15,2.82,0.918,26
2093,Music,Instagram,Home & Garden,10323,39,2025-12-04,2026-01-12,1000,0.025,"[""Story"", ""Video""]",True,13-17,Male,6,3.89,0.916,57
2094,Beauty,Facebook,Food & Beverage,1105,7,2025-11-26,2025-12-03,1000,0.05,"[""Story"", ""Post"", ""Blog"", ""Video""]",False,45-54,Female,13,4.79,0.876,30
2095,Gaming,Twitter,Gaming,1226,30,2025-11-15,2025-12-15,10000,0.036,"[""Video"", ""Post""]",False,13-17,Male,11,3.31,0.693,53
2096,Sports,Facebook,Food & Beverage,756,51,2026-01-09,2026-03-01,10000,0.04,"[""Story"", ""Reel"", ""Video"", ""Post""]",True,45-54,Female,6,3.79,0.892,15
2097,Education,YouTube,Home & Garden,2518,75,2025-12-18,2026-03-03,10000,0.046,"[""Video""]",True,65+,Male,9,4.16,0.677,45
2098,Technology,Instagram,Entertainment,1290,53,2025-12-26,2026-02-17,5000,0.03,"[""Video"", ""Reel""]",True,45-54,Male,9,2.68,0.907,15
2099,Beauty,Instagram,Fashion,854,69,2026-01-26,2026-04-05,1000,0.044,"[""Post"", ""Story"", ""Reel"", ""Blog""]",False,18-24,All,12,4.23,0.779,51
2100,Fashion,Instagram,Entertainment,836,19,2026-01-24,2026-02-12,1000,0.031,"[""Video""]",True,45-54,Female,9,3.4,0.747,0
2101,Education,TikTok,Automotive,779,27,2026-01-04,2026-01-31,1000,0.033,"[""Video"", ""Blog"", ""Post""]",False,18-24,Male,11,4.36,0.871,57
2102,Pets,LinkedIn,Automotive,1676,10,2025-12-16,2025-12-26,50000,0.025,"[""Story"", ""Video""]",False,45-54,Female,10,3.54,0.796,26
2103,Gaming,TikTok,Food & Beverage,520,26,2025-12-12,2026-01-07,1000,0.034,"[""Reel"", ""Blog"", ""Story"", ""Post""]",False,18-24,All,12,4.56,0.638,10
2104,Fashion,LinkedIn,Finance,531,7,2025-11-15,2025-11-22,1000,0.032,"[""Reel"", ""Post"", ""Story""]",True,18-24,All,11,3.33,0.929,35
2105,DIY,LinkedIn,E-commerce,1709,45,2026-02-03,2026-03-20,1000,0.038,"[""Reel"", ""Blog"", ""Post"", ""Story""]",False,18-24,All,7,3.96,0.795,15
2106,Fitness,Twitter,Education,3066,26,2025-11-29,2025-12-25,50000,0.026,"[""Story"", ""Video""]",True,18-24,Female,9,3.36,0.954,35
2107,Entertainment,Twitter,Technology,3565,27,2026-01-16,2026-02-12,5000,0.044,"[""Post"", ""Blog"", ""Reel"", ""Story"", ""Video""]",False,35-44,Female,11,4.19,0.905,77
2108,Gaming,Instagram,Sports,699,18,2026-01-02,2026-01-20,1000,0.013,"[""Reel"", ""Post""]",False,25-34,All,12,4.3,0.758,20
2109,Entertainment,Facebook,Education,607,7,2026-01-26,2026-02-02,50000,0.015,"[""Post"", ""Reel""]",False,25-34,Female,8,4.44,0.941,16
2110,Fitness,Facebook,Beauty & Cosmetics,1106,15,2025-11-29,2025-12-14,1000,0.031,"[""Blog"", ""Reel"", ""Video""]",True,65+,Female,10,2.58,0.517,37
2111,Food,Facebook,Entertainment,843,25,2025-12-03,2025-12-28,10000,0.037,"[""Reel"", ""Story""]",False,55-64,Female,7,2.58,0.868,28
2112,Technology,YouTube,Fashion,781,17,2025-11-17,2025-12-04,10000,0.031,"[""Video"", ""Story"", ""Post"", ""Blog"", ""Reel""]",True,25-34,All,11,2.63,0.879,5
2113,Business,LinkedIn,Automotive,12820,57,2025-12-01,2026-01-27,100000,0.042,"[""Story"", ""Post""]",False,55-64,Male,16,3.96,0.639,34
2114,Fashion,YouTube,Travel & Tourism,672,36,2025-12-07,2026-01-12,1000,0.032,"[""Post"", ""Video""]",False,18-24,Female,10,2.76,0.845,83
2115,Education,Instagram,Automotive,2410,14,2025-11-25,2025-12-09,50000,0.047,"[""Story""]",True,55-64,Female,10,4.42,0.933,33
2116,Technology,Instagram,Beauty & Cosmetics,923,7,2025-11-29,2025-12-06,5000,0.032,"[""Reel"", ""Video""]",False,45-54,Male,11,4.45,0.817,60
2117,Lifestyle,Instagram,Beauty & Cosmetics,1715,16,2025-11-14,2025-11-30,5000,0.035,"[""Reel""]",True,65+,Female,11,3.41,0.838,25
2118,Technology,LinkedIn,Health & Wellness,1707,20,2025-11-19,2025-12-09,5000,0.041,"[""Story"", ""Post"", ""Video""]",True,13-17,Male,13,4.92,0.685,81
2119,Music,Instagram,Food & Beverage,1316,22,2025-12-14,2026-01-05,1000,0.03,"[""Post"", ""Blog"", ""Video"", ""Reel""]",False,18-24,Male,10,4.03,0.75,2
2120,Sports,Twitter,Beauty & Cosmetics,1633,18,2026-01-17,2026-02-04,5000,0.025,"[""Reel"", ""Story"", ""Post""]",True,25-34,Male,17,3.89,0.428,25
2121,Entertainment,LinkedIn,Finance,2929,7,2026-01-23,2026-01-30,1000,0.04,"[""Blog"", ""Post""]",False,65+,Female,11,3.84,0.881,15
2122,Education,LinkedIn,Home & Garden,1563,20,2026-01-16,2026-02-05,50000,0.048,"[""Blog"", ""Story"", ""Reel""]",False,18-24,Female,12,3.77,0.895,35
2123,Business,Instagram,Automotive,2918,11,2026-02-07,2026-02-18,10000,0.042,"[""Story"", ""Video"", ""Post"", ""Blog""]",False,45-54,Female,7,4.42,0.596,5
2124,Health,Facebook,Home & Garden,846,7,2025-11-25,2025-12-02,5000,0.011,"[""Video""]",False,45-54,All,9,3.96,0.677,55
2125,Parenting,Twitter,Real Estate,1495,28,2025-11-15,2025-12-13,5000,0.032,"[""Story""]",False,25-34,Female,21,4.33,0.945,7
2126,DIY,Twitter,Automotive,1061,33,2025-12-14,2026-01-16,5000,0.042,"[""Reel"", ""Post""]",True,13-17,Male,20,4.17,0.902,23
2127,Finance,Instagram,Sports,1439,19,2026-01-25,2026-02-13,10000,0.01,"[""Video"", ""Blog"", ""Story"", ""Reel"", ""Post""]",False,18-24,All,11,3.69,0.754,36
2128,Entertainment,LinkedIn,Entertainment,858,7,2025-12-29,2026-01-05,5000,0.045,"[""Story"", ""Blog"", ""Reel""]",False,35-44,All,12,4.06,0.806,10
2129,Fashion,Instagram,Finance,1459,7,2025-12-13,2025-12-20,1000,0.015,"[""Post"", ""Blog"", ""Reel"", ""Story""]",True,35-44,Female,11,4.4,0.691,69
2130,Beauty,LinkedIn,Gaming,2656,22,2025-12-05,2025-12-27,5000,0.037,"[""Reel""]",False,55-64,Male,9,2.56,0.879,19
2131,Technology,Instagram,Fashion,1418,26,2025-12-01,2025-12-27,5000,0.043,"[""Post"", ""Story"", ""Video""]",True,65+,Male,8,4.28,0.945,25
2132,Sports,YouTube,Technology,4618,22,2025-12-03,2025-12-25,10000,0.037,"[""Reel"", ""Story""]",True,18-24,All,8,3.1,0.556,7
2133,Technology,YouTube,Gaming,838,34,2025-11-21,2025-12-25,50000,0.04,"[""Blog""]",True,13-17,Female,10,3.41,0.902,89
2134,Lifestyle,YouTube,Fashion,796,11,2025-12-11,2025-12-22,1000,0.045,"[""Video""]",True,13-17,Female,8,3.61,0.758,13
2135,Health,LinkedIn,Sports,777,7,2026-01-04,2026-01-11,5000,0.037,"[""Blog"", ""Video"", ""Story""]",False,55-64,Female,5,3.71,0.771,10
2136,Art,Facebook,Finance,670,37,2026-01-29,2026-03-07,5000,0.024,"[""Post"", ""Video"", ""Blog""]",False,13-17,All,7,3.46,0.871,49
2137,Parenting,LinkedIn,Travel & Tourism,1088,17,2025-11-17,2025-12-04,5000,0.045,"[""Reel"", ""Post""]",True,65+,Male,13,3.97,0.65,74
2138,Gaming,TikTok,Finance,880,66,2025-12-14,2026-02-18,1000,0.034,"[""Blog"", ""Video"", ""Post"", ""Reel""]",False,45-54,Male,6,4.1,0.72,14
2139,Travel,Twitter,Fashion,1382,39,2026-01-12,2026-02-20,50000,0.016,"[""Reel""]",False,55-64,Female,10,2.97,0.8,66
2140,Parenting,Twitter,E-commerce,1631,7,2026-01-21,2026-01-28,1000,0.039,"[""Story""]",False,35-44,Female,8,3.6,0.686,106
2141,Technology,YouTube,Entertainment,987,11,2026-01-14,2026-01-25,50000,0.044,"[""Story"", ""Reel"", ""Blog"", ""Video""]",False,55-64,Female,8,2.44,0.898,45
2142,DIY,YouTube,Finance,983,40,2025-12-02,2026-01-11,50000,0.013,"[""Post"", ""Reel"", ""Story"", ""Video""]",False,25-34,Male,12,2.11,0.795,10
2143,Parenting,LinkedIn,E-commerce,880,30,2026-02-08,2026-03-10,1000,0.037,"[""Reel"", ""Video"", ""Blog""]",False,13-17,Male,6,4.4,0.765,11
2144,Business,Facebook,Beauty & Cosmetics,1166,47,2025-12-19,2026-02-04,50000,0.04,"[""Reel""]",True,25-34,Male,8,2.31,0.726,59
2145,Beauty,YouTube,Real Estate,1730,49,2026-01-11,2026-03-01,1000,0.027,"[""Video"", ""Reel""]",False,65+,All,15,3.59,0.932,9
2146,Photography,TikTok,Technology,514,13,2026-01-27,2026-02-09,5000,0.048,"[""Reel""]",False,25-34,Male,9,1.73,0.501,46
2147,Entertainment,Facebook,Sports,2072,8,2026-01-24,2026-02-01,100000,0.034,"[""Story""]",False,35-44,Female,6,4.88,0.921,60
2148,Art,Instagram,Beauty & Cosmetics,2442,82,2026-01-25,2026-04-17,5000,0.022,"[""Reel""]",False,45-54,Female,13,3.79,0.697,87
2149,Entertainment,Instagram,Fashion,743,51,2026-01-17,2026-03-09,5000,0.024,"[""Blog"", ""Post"", ""Story""]",False,13-17,All,11,2.07,0.93,27
2150,Food,LinkedIn,Finance,15455,9,2025-12-05,2025-12-14,50000,0.048,"[""Video"", ""Story""]",False,25-34,Female,4,3.54,0.927,26
2151,Entertainment,TikTok,Travel & Tourism,2541,11,2026-02-05,2026-02-16,1000,0.042,"[""Video"", ""Blog"", ""Reel""]",False,55-64,Female,12,4.67,0.82,72
2152,Finance,LinkedIn,Technology,5629,90,2025-12-02,2026-03-02,5000,0.048,"[""Video"", ""Story""]",False,55-64,Male,13,3.77,0.613,52
2153,Gaming,LinkedIn,Education,1695,7,2026-01-05,2026-01-12,1000,0.031,"[""Blog"", ""Post""]",False,25-34,Female,16,3.62,0.746,18
2154,Business,TikTok,Sports,635,29,2026-01-25,2026-02-23,5000,0.041,"[""Reel"", ""Post"", ""Video""]",False,65+,Female,3,3.34,0.617,27
2155,Music,LinkedIn,Gaming,557,18,2026-01-19,2026-02-06,5000,0.035,"[""Reel"", ""Blog"", ""Video""]",False,35-44,All,14,3.24,0.94,11
2156,Entertainment,LinkedIn,Gaming,552,27,2025-12-30,2026-01-26,1000,0.024,"[""Post"", ""Video"", ""Reel""]",True,65+,All,12,4.13,0.653,85
2157,Beauty,Twitter,Home & Garden,611,44,2026-02-10,2026-03-26,5000,0.02,"[""Video"", ""Post"", ""Story""]",True,55-64,All,13,4.65,0.919,26
2158,Finance,TikTok,Food & Beverage,2872,21,2025-12-28,2026-01-18,10000,0.042,"[""Post"", ""Blog""]",False,13-17,Female,8,2.74,0.647,21
2159,Travel,Instagram,Gaming,962,17,2025-11-13,2025-11-30,10000,0.046,"[""Reel"", ""Post"", ""Video"", ""Story""]",False,18-24,Female,10,2.96,0.917,84
2160,DIY,YouTube,Fashion,1322,14,2026-01-29,2026-02-12,50000,0.019,"[""Story""]",False,45-54,All,14,2.4,0.726,40
2161,Pets,TikTok,Entertainment,964,74,2025-12-20,2026-03-04,50000,0.016,"[""Video"", ""Story"", ""Blog""]",False,13-17,Female,11,4.07,0.856,49
2162,Finance,TikTok,Gaming,8924,25,2026-01-03,2026-01-28,10000,0.044,"[""Story"", ""Reel"", ""Post"", ""Blog"", ""Video""]",True,25-34,All,16,2.39,0.832,66
2163,Pets,TikTok,Entertainment,1751,12,2026-01-08,2026-01-20,10000,0.027,"[""Reel"", ""Story""]",False,55-64,Female,15,3.46,0.549,22
2164,Sports,YouTube,Gaming,1647,26,2025-12-30,2026-01-25,50000,0.036,"[""Reel"", ""Story"", ""Video""]",True,25-34,Male,15,2.9,0.84,64
2165,Parenting,LinkedIn,Technology,1541,77,2026-01-07,2026-03-25,5000,0.019,"[""Story""]",False,13-17,Male,11,4.11,0.731,12
2166,Technology,Instagram,Beauty & Cosmetics,1934,25,2025-12-22,2026-01-16,50000,0.029,"[""Post"", ""Blog""]",True,35-44,Female,10,2.23,0.902,16
2167,DIY,Twitter,E-commerce,2667,7,2026-01-15,2026-01-22,10000,0.048,"[""Video"", ""Story""]",False,35-44,Female,13,4.47,0.901,24
2168,Food,LinkedIn,E-commerce,620,35,2026-01-22,2026-02-26,1000,0.027,"[""Post"", ""Reel""]",True,45-54,Female,8,3.21,0.856,27
2169,Art,Instagram,Travel & Tourism,2534,26,2025-11-14,2025-12-10,5000,0.037,"[""Video"", ""Blog"", ""Post"", ""Story""]",True,18-24,Female,10,4.01,0.744,17
2170,Beauty,Instagram,Travel & Tourism,1669,32,2026-02-09,2026-03-13,1000,0.015,"[""Story"", ""Blog"", ""Post"", ""Video""]",True,35-44,All,4,4.4,0.918,27
2171,Photography,YouTube,Gaming,860,18,2025-12-18,2026-01-05,50000,0.032,"[""Story"", ""Post""]",True,25-34,All,8,2.85,0.719,73
2172,Fashion,Twitter,Real Estate,638,24,2026-01-03,2026-01-27,50000,0.034,"[""Reel"", ""Post"", ""Story""]",True,45-54,Female,7,4.51,0.733,79
2173,Gaming,LinkedIn,Real Estate,2085,49,2025-12-02,2026-01-20,1000,0.046,"[""Reel"", ""Blog"", ""Story""]",False,55-64,Female,11,3.42,0.84,11
2174,Technology,YouTube,Entertainment,9317,10,2025-12-31,2026-01-10,1000,0.025,"[""Reel"", ""Blog"", ""Post"", ""Video""]",False,55-64,Male,11,3.17,0.819,6
2175,Beauty,LinkedIn,Technology,1308,10,2025-11-24,2025-12-04,1000,0.023,"[""Post"", ""Video""]",False,35-44,Female,12,4.43,0.778,60
2176,Beauty,TikTok,E-commerce,852,42,2026-01-19,2026-03-02,1000,0.043,"[""Video"", ""Story""]",False,18-24,Male,11,3.22,0.897,68
2177,Gaming,TikTok,Fashion,526,15,2026-01-05,2026-01-20,10000,0.023,"[""Video"", ""Reel"", ""Post"", ""Story"", ""Blog""]",False,45-54,Male,11,4.82,0.925,64
